"","views","favorite","post_info","price","car_name","year","A.C","emission_class","seats_amount","horsepower","color","car_mileage..km","engine_capacity..cc","type_of_drive","doors","fuel","car_type","gearbox"
"4309",37,0,"posted a week ago",13000,"BMW 328",2014,"automatic A/C","",5,245,"black",225000,2000,"4x4","4/5 doors","petrol","limousine","automatic"
"4310",753,7,"updated yesterday",13900,"Mercedes CLS 320",2007,"manual A/C","Euro 5",4,224,"white",225000,2993,"back","4/5 doors","diesel","limousine","automatic"
"4311",320,0,"updated 2 days ago",4650,"BMW 520",2013,"no A/C","Euro 5",5,185,"black",225000,1999,"back","4/5 doors","diesel","limousine","manual, 6 speeds"
"4312",39,0,"posted a week ago",11290,"Audi A6",2010,"automatic A/C","Euro 4",5,170,"black",225000,1980,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"4313",212,3,"posted a week ago",4600,"Volkswagen Golf 6",2012,"automatic A/C","Euro 5",5,160,"gray",225000,1398,"front","4/5 doors","petrol","limousine","manual, 6 speeds"
"4314",98,1,"posted a week ago",5500,"Peugeot 508",2012,"automatic A/C","Euro 5",5,140,"gray",225000,1995,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"4315",103,1,"updated 4 days ago",6300,"Volkswagen Golf 6",2009,"manual A/C","Euro 4",5,140,"teget",225000,1998,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"4316",48,0,"posted 3 weeks ago",9000,"Volkswagen Passat CC",2008,"automatic A/C","Euro 4",4,140,"gray",225000,1960,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"4317",773,0,"posted 3 weeks ago",4599,"Chevrolet Cruze",2010,"automatic A/C","Euro 5",5,113,"red",225000,1600,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"4318",39,1,"yesterday",2899,"Mercedes 180",2007,"manual A/C","Euro 4",5,109,"gray",225000,1998,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"4319",33,0,"posted 6 days ago",3800,"Audi A4",2001,"automatic A/C","Euro 3",5,101,"black",225000,1900,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"4320",482,6,"updated 5 days ago",7650,"Citroen C4 Picasso",2013,"automatic A/C","Euro 5",5,92,"gray",225000,1600,"front","4/5 doors","diesel","minivan (MPV)","automatic"
"4321",818,3,"updated 2 weeks ago",4150,"Fiat Scudo",2008,"manual A/C","Euro 4",3,900,"white",225000,1560,"front","4/5 doors","diesel","minivan (MPV)","manual, 5 speeds"
"4322",77,0,"posted a week ago",2999,"Mazda 5",2007,"automatic A/C","Euro 4",7,143,"purple",225000,1998,"front","4/5 doors","diesel","minivan (MPV)","manual, 6 speeds"
"4323",208,5,"updated a week ago",2000,"Renault Scenic",2007,"manual A/C","Euro 4",7,131,"teget",225000,1870,"front","4/5 doors","diesel","minivan (MPV)","manual, 6 speeds"
"4324",148,0,"updated 3 weeks ago",3700,"Volkswagen Golf Plus",2005,"manual A/C","Euro 5",5,116,"black",225000,1600,"front","4/5 doors","petrol","minivan (MPV)","manual, 6 speeds"
"4325",86,0,"posted 2 weeks ago",3700,"Mercedes B 180",2007,"automatic A/C","Euro 4",5,110,"beige",225000,1990,"front","4/5 doors","diesel","minivan (MPV)","automatic"
"4326",182,2,"posted 4 weeks ago",1600,"Peugeot 806",2000,"automatic A/C","Euro 2",7,109,"silver",225000,1997,"front","4/5 doors","diesel","minivan (MPV)","manual, 5 speeds"
"4327",82,1,"posted 3 days ago",2150,"Renault Kangoo",2004,"manual A/C","Euro 3",5,95,"green",225000,1600,"front","4/5 doors","petrol","pickup","manual, 5 speeds"
"4328",128,3,"posted 2 weeks ago",7999,"Nissan Navara",2006,"automatic A/C","Euro 3",4,188,"gray",225000,2500,"4x4","4/5 doors","diesel","suv","manual, 6 speeds"
"4329",463,1,"updated 5 days ago",14888,"Audi Q5",2010,"automatic A/C","Euro 5",5,170,"white",225000,1998,"4x4","4/5 doors","diesel","suv","automatic"
"4330",55,0,"posted 6 days ago",5500,"Jeep Compass",2007,"manual A/C","Euro 4",5,140,"red",225000,1968,"4x4","4/5 doors","diesel","suv","manual, 6 speeds"
"4331",395,7,"updated 3 weeks ago",13500,"Peugeot 3008",2018,"automatic A/C","Euro 6",5,120,"gray",225108,NA,"front","4/5 doors","diesel","suv","manual, 6 speeds"
"4332",236,4,"updated 3 weeks ago",13300,"BMW 525",2012,"automatic A/C","Euro 5",5,218,"white",225140,1998,"4x4","4/5 doors","diesel","caravan","automatic"
"4333",323,9,"posted 5 days ago",850,"Fiat Punto",2002,"manual A/C","Euro 3",5,60,"blue",225322,1200,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"4334",28,0,"posted 2 weeks ago",3200,"Mazda 5",2006,"manual A/C","Euro 4",7,110,"gray",225349,2000,"front","4/5 doors","diesel","minivan (MPV)","manual, 6 speeds"
"4335",109,0,"posted a week ago",1100,"Peugeot 206",2001,"no A/C","",5,69,"blue",225400,1900,"front","2/3 doors","diesel","hatchback","manual, 5 speeds"
"4336",43,0,"posted 2 days ago",6999,"Volkswagen Passat CC",2010,"automatic A/C","Euro 4",4,160,"gray",225450,1795,"front","4/5 doors","petrol","coupe","automatic"
"4337",803,9,"updated a week ago",600,"Opel Corsa B",1998,"no A/C","Euro 2",4,61,"red",225500,NA,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"4338",74,0,"posted a week ago",2100,"Ford Focus",2007,"automatic A/C","",5,109,"gray",225500,1600,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"4339",23,0,"posted 4 days ago",8500,"Hyundai ix55",2012,"automatic A/C","Euro 5",5,138,"brown",225500,2000,"front","4/5 doors","diesel","suv","manual, 6 speeds"
"4340",29,0,"posted 4 days ago",8500,"Hyundai ix55",2012,"automatic A/C","Euro 5",5,137,"brown",225500,2000,"front","4/5 doors","diesel","suv","manual, 6 speeds"
"4341",84,7,"posted 4 days ago",2350,"Peugeot 807",2007,"manual A/C","Euro 4",7,120,"blue",225511,1997,"front","4/5 doors","diesel","minivan (MPV)","manual, 6 speeds"
"4342",141,0,"posted a week ago",100,"Lancia Lybra",2003,"automatic A/C","",5,150,"blue",225538,1997,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"4343",1057,16,"updated 3 days ago",1200,"Skoda Octavia",2003,"automatic A/C","",5,110,"green",225552,1900,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"4344",49,1,"posted 2 weeks ago",7200,"Volkswagen Golf 6",2012,"automatic A/C","Euro 5",5,140,"gray",225678,1998,"front","4/5 doors","diesel","caravan","manual, 6 speeds"
"4345",37,0,"posted 5 days ago",7500,"Audi A4",2008,"automatic A/C","Euro 6",5,160,"silver",225800,1789,"4x4","4/5 doors","petrol","caravan","manual, 6 speeds"
"4346",71,0,"posted 5 days ago",5500,"Mitsubishi Pajero",1990,"manual A/C","Euro 2",7,108,"blue",225800,2500,"4x4","4/5 doors","diesel","suv","manual, 5 speeds"
"4347",167,1,"posted 3 weeks ago",1000,"Mercedes A 140",2002,"manual A/C","Euro 3",5,82,"gray",225841,1400,"front","4/5 doors","petrol","minivan (MPV)","manual, 5 speeds"
"4348",276,10,"posted 2 weeks ago",980,"Peugeot 206",2003,"manual A/C","Euro 3",5,69,"gray",226000,1400,"front","4/5 doors","diesel","caravan","manual, 5 speeds"
"4349",37,0,"yesterday",21000,"Mercedes CLS 350",2012,"automatic A/C","Euro 5",5,265,"white",226000,2987,"4x4","4/5 doors","diesel","caravan","automatic"
"4350",32,0,"posted 2 weeks ago",17900,"BMW 320",2015,"automatic A/C","Euro 6",5,190,"gray",226000,1997,"back","4/5 doors","diesel","caravan","automatic"
"4351",72,2,"posted 3 weeks ago",8000,"Audi A6",2009,"automatic A/C","Euro 5",5,136,"gray",226000,2000,"front","4/5 doors","diesel","caravan","automatic"
"4352",75,0,"posted a week ago",7400,"Volkswagen Passat B7",2011,"automatic A/C","Euro 4",5,105,"black",226000,1598,"front","4/5 doors","diesel","caravan","manual, 6 speeds"
"4353",259,3,"posted 3 weeks ago",3250,"Volkswagen Golf 5",2007,"manual A/C","Euro 4",5,80,"black",226000,1390,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"4354",261,2,"posted 3 days ago",500,"Alfa Romeo 147",2002,"manual A/C","",4,109,"green",226000,1600,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"4355",2681,18,"updated 2 weeks ago",4300,"Fiat 500",2007,"automatic A/C","Euro 4",5,101,"red",226000,1400,"front","2/3 doors","petrol","hatchback","manual, 6 speeds"
"4356",20,1,"posted 2 days ago",4400,"Ford Fiesta",2011,"manual A/C","Euro 5",5,101,"white",226000,1400,"front","4/5 doors","petrol + gas","hatchback","manual, 5 speeds"
"4357",49,0,"posted 3 days ago",6500,"Peugeot 508",2012,"automatic A/C","Euro 5",5,163,"teget",226000,NA,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"4358",217,4,"updated a week ago",4800,"Volkswagen Passat B6",2007,"automatic A/C","Euro 4",5,140,"gray",226000,1968,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"4359",30,0,"posted 2 days ago",8300,"Volvo S60",2011,"automatic A/C","Euro 5",5,111,"white",226000,1600,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"4360",40,0,"posted 5 days ago",9600,"Volkswagen Golf 7",2015,"no A/C","",5,110,"gray",226000,1600,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"4361",594,6,"updated 3 weeks ago",5350,"Peugeot 5008",2011,"manual A/C","Euro 5",5,111,"black",226000,1600,"front","4/5 doors","diesel","minivan (MPV)","manual, 6 speeds"
"4362",71,0,"posted a week ago",6300,"Volkswagen T5",2007,"manual A/C","Euro 4",2,84,"white",226000,1896,"front","2/3 doors","diesel","pickup","manual, 5 speeds"
"4363",100,3,"posted 2 weeks ago",7800,"Volkswagen Caddy",2014,"manual A/C","Euro 5",5,75,"black",226000,1600,"front","4/5 doors","diesel","pickup","manual, 5 speeds"
"4364",22,0,"posted today",12000,"Audi Q5",2012,"automatic A/C","Euro 5",5,170,"gray",226000,2000,"4x4","4/5 doors","diesel","suv","automatic"
"4365",1839,6,"updated a week ago",4500,"Skoda Octavia",2010,"automatic A/C","Euro 5",5,122,"black",226056,1400,"front","4/5 doors","petrol","caravan","automatic"
"4366",101,2,"posted 5 days ago",1000,"Peugeot 205",1991,"no A/C","Euro 1",5,75,"gray",226223,1400,"front","2/3 doors","petrol + gas","hatchback","manual, 5 speeds"
"4367",145,2,"posted 2 weeks ago",1500,"Citroen C5",2024,"automatic A/C","Euro 3",5,82,"blue",226332,1989,"front","4/5 doors","diesel","caravan","manual, 5 speeds"
"4368",49,1,"posted 2 weeks ago",5000,"BMW 318",2008,"automatic A/C","",5,143,"blue",226480,1995,"back","4/5 doors","diesel","caravan","manual, 6 speeds"
"4369",11,1,"posted today",1850,"Opel Astra G",2003,"manual A/C","Euro 4",5,84,"red",226500,1596,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"4370",111,1,"posted 3 weeks ago",1350,"Renault Clio",2000,"manual A/C","Euro 3",5,54,"blue",226500,1149,"front","2/3 doors","petrol + gas","hatchback","manual, 5 speeds"
"4371",443,4,"updated a week ago",13650,"Seat Ibiza",2019,"no A/C","Euro 6",5,116,"gray",226500,1598,"front","4/5 doors","diesel","hatchback","manual, 6 speeds"
"4372",91,2,"posted a week ago",3300,"Saab 9-5",2006,"automatic A/C","Euro 4",5,220,"silver",226555,2290,"front","4/5 doors","petrol","limousine","automatic"
"4373",41,0,"posted 5 days ago",3400,"Audi A3",1999,"manual A/C","Euro 4",5,101,"green",226581,1595,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"4374",308,1,"updated 6 days ago",18500,"BMW X6",2008,"automatic A/C","Euro 4",4,286,"white",226582,2989,"4x4","4/5 doors","diesel","suv","semi-automatic"
"4375",253,1,"updated a week ago",5499,"Opel Frontera",2000,"manual A/C","Euro 3",5,116,"teget",226889,2171,"4x4","4/5 doors","diesel","suv","manual, 5 speeds"
"4376",111,1,"posted 4 weeks ago",6300,"Citroen C-Crosser",2007,"automatic A/C","",5,156,"gray",226900,2000,"4x4","4/5 doors","diesel","suv","manual, 6 speeds"
"4377",244,5,"updated 2 weeks ago",6000,"Ford Focus",2012,"automatic A/C","Euro 5",5,105,"gray",226993,1560,"front","4/5 doors","diesel","caravan","manual, 6 speeds"
"4378",151,1,"posted a week ago",4000,"Volkswagen Passat B6",2010,"automatic A/C","Euro 4",5,160,"black",227000,2000,"front","4/5 doors","petrol","caravan","manual, 6 speeds"
"4379",47,1,"yesterday",8999,"Audi A4",2011,"automatic A/C","Euro 5",5,143,"black",227000,2000,"4x4","4/5 doors","diesel","caravan","manual, 6 speeds"
"4380",72,1,"posted a week ago",2600,"Peugeot 407",2008,"automatic A/C","Euro 4",5,136,"silver",227000,1997,"front","4/5 doors","diesel","caravan","automatic"
"4381",90,7,"posted a week ago",8490,"Audi A4",2010,"automatic A/C","Euro 5",5,120,"black",227000,1968,"front","4/5 doors","diesel","caravan","manual, 6 speeds"
"4382",76,2,"posted 2 weeks ago",3700,"Opel Zafira",2010,"manual A/C","",7,110,"gray",227000,1686,"front","4/5 doors","diesel","caravan","manual, 6 speeds"
"4383",10,0,"posted 3 days ago",4700,"Renault Laguna",2010,"automatic A/C","Euro 5",5,110,"silver",227000,1461,"front","4/5 doors","diesel","caravan","manual, 6 speeds"
"4384",103,0,"posted 4 days ago",2400,"Peugeot 307",2007,"automatic A/C","Euro 4",5,90,"gray",227000,1560,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"4385",135,3,"posted 3 weeks ago",2000,"Renault Modus",2006,"manual A/C","Euro 4",5,86,"black",227000,1462,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"4386",46,2,"posted 2 days ago",4500,"Skoda Fabia",2014,"manual A/C","Euro 5",5,75,"white",227000,1598,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"4387",98,2,"yesterday",700,"Volkswagen Golf 3",1997,"no A/C","",5,75,"red",227000,1400,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"4388",33,0,"posted a week ago",3999,"Peugeot 308",2007,"automatic A/C","Euro 4",5,136,"gray",227000,1997,"front","4/5 doors","diesel","hatchback","manual, 6 speeds"
"4389",48,0,"posted a week ago",4650,"Volkswagen Golf Plus",2010,"automatic A/C","Euro 4",5,122,"black",227000,1398,"front","4/5 doors","petrol","hatchback","manual, 6 speeds"
"4390",112,1,"posted 4 days ago",1150,"Fiat Punto",2001,"no A/C","Euro 3",5,60,"blue",227000,1242,"front","4/5 doors","petrol + gas","limousine","manual, 5 speeds"
"4391",96,0,"posted 3 weeks ago",7999,"Mercedes C 220",2008,"automatic A/C","Euro 4",5,170,"black",227000,2148,"back","4/5 doors","diesel","limousine","automatic"
"4392",1240,7,"updated 6 days ago",3600,"Renault Laguna",2007,"automatic A/C","Euro 4",5,150,"gray",227000,2000,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"4393",968,4,"updated yesterday",14900,"Mercedes GLA 200",2014,"automatic A/C","Euro 5",5,136,"gray",227000,2200,"front","4/5 doors","diesel","suv","manual, 6 speeds"
"4394",32,1,"posted 5 days ago",5199,"Peugeot 308",2011,"manual A/C","Euro 5",5,90,"gray",227200,1560,"front","4/5 doors","diesel","caravan","manual, 5 speeds"
"4395",39,0,"posted a week ago",7750,"Volkswagen Golf 6",2012,"automatic A/C","Euro 5",5,105,"black",227311,1596,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"4396",67,0,"posted a week ago",12990,"Audi Q5",2010,"automatic A/C","Euro 4",5,177,"gray",227350,1968,"4x4","4/5 doors","diesel","suv","automatic"
"4397",105,1,"posted 3 weeks ago",7000,"Audi A4",2008,"automatic A/C","Euro 4",5,143,"white",227500,1960,"front","4/5 doors","diesel","caravan","automatic"
"4398",126,0,"posted a week ago",2300,"Renault Twingo",2008,"no A/C","Euro 4",4,58,"orange",227500,1149,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"4399",44,0,"posted a week ago",26500,"Mercedes ML 350",2012,"automatic A/C","Euro 5",5,257,"gray",227680,2980,"4x4","4/5 doors","diesel","suv","automatic"
"4400",110,2,"posted a week ago",1600,"Peugeot 206",2004,"automatic A/C","Euro 3",5,75,"red",227748,1398,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"4401",127,1,"updated 3 days ago",700,"Volkswagen Polo",1998,"no A/C","Euro 3",5,60,"green",227876,1700,"front","2/3 doors","diesel","hatchback","manual, 5 speeds"
"4402",312,4,"posted 2 weeks ago",3200,"Subaru Impreza",2007,"automatic A/C","Euro 5",5,162,"blue",227900,2000,"4x4","4/5 doors","petrol","caravan","manual, 5 speeds"
"4403",120,3,"posted a week ago",2000,"Citroen Saxo",2002,"no A/C","Euro 3",5,75,"gray",227984,1400,"front","2/3 doors","petrol","limousine","manual, 5 speeds"
"4404",442,8,"updated 6 days ago",1800,"Nissan Micra",2004,"automatic A/C","Euro 3",5,65,"white",227990,1461,"front","2/3 doors","diesel","hatchback","manual, 5 speeds"
"4405",1280,5,"updated 2 weeks ago",11500,"BMW 320",2016,"automatic A/C","Euro 6",5,258,"white",228000,2000,"4x4","4/5 doors","diesel","caravan","automatic"
"4406",681,4,"updated a week ago",16900,"Volkswagen Passat B8",2018,"automatic A/C","Euro 6",5,150,"white",228000,1998,"front","4/5 doors","diesel","caravan","automatic"
"4407",56,0,"posted 2 days ago",3590,"Volkswagen Golf 5",2007,"automatic A/C","Euro 4",5,140,"gray",228000,1986,"front","4/5 doors","diesel","caravan","manual, 6 speeds"
"4408",487,4,"updated 2 weeks ago",13290,"Skoda Octavia",2019,"automatic A/C","Euro 6",5,116,"black",228000,1598,"4x4","4/5 doors","diesel","caravan","manual, 6 speeds"
"4409",120,1,"posted 3 weeks ago",2500,"Ford Focus",2006,"manual A/C","Euro 4",5,101,"blue",228000,1600,"front","4/5 doors","petrol","caravan","manual, 5 speeds"
"4410",53,0,"posted today",900,"Volkswagen Polo",2001,"manual A/C","Euro 3",5,75,"gray",228000,1400,"front","2/3 doors","petrol","coupe","manual, 5 speeds"
"4411",103,1,"posted 2 days ago",2100,"Opel Astra H",2006,"manual A/C","Euro 4",5,90,"black",228000,1300,"front","4/5 doors","diesel","hatchback","manual, 6 speeds"
"4412",22,1,"posted 2 days ago",3899,"Opel Corsa D",2011,"manual A/C","Euro 5",5,75,"gray",228000,1300,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"4413",333,0,"updated 3 days ago",2700,"Peugeot 207",2006,"manual A/C","Euro 4",5,75,"black",228000,1400,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"4414",81,0,"posted a week ago",6900,"Audi A3",2009,"automatic A/C","Euro 4",5,160,"black",228000,1798,"front","4/5 doors","petrol","hatchback","automatic"
"4415",88,1,"posted a week ago",13400,"Audi A5",2014,"automatic A/C","Euro 5",5,140,"black",228000,2000,"front","4/5 doors","diesel","hatchback","automatic"
"4416",39,2,"posted 3 days ago",5200,"Opel Insignia",2010,"automatic A/C","",5,131,"silver",228000,1959,"front","4/5 doors","diesel","limousine","manual, 6 speeds"
"4417",57,1,"posted 2 days ago",2200,"Skoda Praktik",2009,"manual A/C","Euro 4",2,69,"white",228000,1360,"front","2/3 doors","diesel","minivan (MPV)","manual, 5 speeds"
"4418",207,2,"posted 6 days ago",1100,"Mazda 5",2005,"manual A/C","Euro 4",7,114,"gray",228000,1800,"front","4/5 doors","petrol","minivan (MPV)","manual, 5 speeds"
"4419",69,0,"posted 4 weeks ago",5900,"Citroen C4 Picasso",2012,"automatic A/C","Euro 5",5,111,"golden",228000,1560,"front","4/5 doors","diesel","minivan (MPV)","automatic"
"4420",59,1,"posted 3 days ago",5700,"Nissan Qashqai",2007,"automatic A/C","Euro 4",5,106,"gray",228000,1500,"front","4/5 doors","diesel","suv","manual, 6 speeds"
"4421",100,0,"posted 3 weeks ago",9800,"Renault Trafic",2011,"manual A/C","Euro 5",9,116,"white",228074,1990,"front","4/5 doors","diesel","minivan (MPV)","manual, 6 speeds"
"4422",37,0,"posted 2 days ago",2850,"Peugeot 207",2006,"manual A/C","Euro 4",5,109,"gray",228100,1598,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"4423",123,1,"posted 2 weeks ago",3540,"Ford Focus",2008,"automatic A/C","Euro 4",5,101,"red",228124,1600,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"4424",49,1,"posted 3 days ago",5990,"Volkswagen Passat B6",2010,"automatic A/C","Euro 4",5,140,"gray",228163,1970,"front","4/5 doors","diesel","caravan","manual, 6 speeds"
"4425",31,1,"posted a week ago",9000,"Volkswagen Passat B7",2012,"automatic A/C","Euro 6",5,170,"teget",228185,2000,"4x4","4/5 doors","diesel","caravan","automatic"
"4426",144,4,"posted 3 weeks ago",4300,"BMW 318",2007,"automatic A/C","Euro 4",5,122,"black",228203,2000,"back","4/5 doors","diesel","limousine","manual, 6 speeds"
